Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_669	0	0	0	0	0	0	0	0	0	0	0	0	64	0	4	0	5	0	0	0	0	2	0	0	2	3	8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_sp
ASV_67	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_670	1	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia_sp
ASV_671	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_672	0	0	0	14	0	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neopyrenochaetaceae	Neopyrenochaeta	Neopyrenochaeta_acicola
ASV_673	0	0	0	8	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp
ASV_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8	1	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	unassigned
ASV_675	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium_lamellicola
ASV_676	0	0	0	3	3	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	6	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	unassigned	unassigned
ASV_677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_olivacea
ASV_678	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_hydei
ASV_679	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_68	0	0	1	0	0	0	241	204	0	238	6	264	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_680	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_681	0	1	0	12	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Acrocalymmaceae	Acrocalymma	Acrocalymma_sp
ASV_682	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_683	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	144	0	0	0	0	0	1	7	6	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_684	0	0	1	0	19	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	4	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_686	1	0	2	3	1	16	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	4	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_macarangae
ASV_687	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_sp
ASV_688	1	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_689	0	1	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia_sp
ASV_69	0	0	0	0	0	0	0	0	0	0	0	0	1394	17	0	1	256	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV_690	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_nigrescens
ASV_691	0	0	0	0	0	0	0	0	0	0	0	0	16	45	0	0	2	2	5	1	1	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV_692	2	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	1	6	1	0	0	1	13	0	21	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_gen_Incertae_sedis	Teratosphaeriaceae_sp
ASV_693	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	Capnodiales_sp
ASV_694	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sp
ASV_695	0	0	0	5	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina_sp
ASV_696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0	5	0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_sp
ASV_697	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	Pectenia_sp
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	19	3	0	0	1	0	0	1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	Capnodiales_sp
ASV_699	14	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	2	1	0	1	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_7	2261	1713	2369	26	1870	553	663	868	1330	2550	1426	2030	5	8	61	4	0	0	51	80	20	29	34	21	280	134	45	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_70	0	3	3	0	0	0	0	0	0	0	0	0	176	632	53	30	1055	276	38	69	4	0	1	0	10	6	156	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_700	3	13	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_europaea
ASV_701	6	2	2	6	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp
ASV_702	4	3	0	0	3	1	3	2	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	2	5	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Rasamsonia	Rasamsonia_composticola
ASV_703	8	4	0	0	0	0	0	0	0	1	0	0	0	3	1	6	0	1	3	1	0	0	0	0	0	0	9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_sp
ASV_704	0	1	0	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sp
ASV_705	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia_sp
ASV_706	0	0	1	0	0	0	1	1	1	2	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_707	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp
ASV_708	1	0	0	0	0	0	0	0	0	0	0	0	0	8	16	6	20	9	0	0	0	13	0	0	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Lepraria_finkii
ASV_709	9	6	9	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	Pectenia_sp
ASV_71	0	3	0	0	0	0	0	0	0	0	0	0	924	120	422	1	0	2	2	1	0	0	1	0	40	0	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_gen_Incertae_sedis	Teratosphaeriaceae_sp
ASV_710	1	0	1	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_fici
ASV_711	0	0	0	1	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp
ASV_712	9	13	0	0	0	0	0	0	0	0	0	0	0	3	0	119	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_713	0	0	0	0	0	0	0	0	0	0	0	0	21	2	8	0	1	0	0	1	0	16	0	0	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Lepraria_finkii
ASV_714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon_petrolepideum
ASV_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium_sp
ASV_716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	16	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_717	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_718	4	4	2	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	2	4	1	2	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Aaosphaeria	Aaosphaeria_arxii
ASV_719	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_72	0	0	0	0	0	0	438	48	0	40	9	13	2	25	0	20	1	0	0	3	0	2	0	1	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	Pectenia_sp
ASV_720	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_721	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella_sp
ASV_722	7	9	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_723	0	1	0	16	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Farysia	Farysia_magdalenana
ASV_724	9	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp
ASV_725	1	0	3	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	3	6	1	0	0	4	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	3	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	3	5	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea
ASV_728	1	4	1	1	6	0	0	0	1	0	0	0	6	7	0	1	3	2	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_sp
ASV_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	2	0	0	20	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_73	28	23	42	150	10	191	5	5	0	4	0	0	0	1	6	20	10	3	6	2	2	1	0	1	3	15	6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_celtidis
ASV_730	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium_subtropicum
ASV_731	0	0	0	7	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces	Chordomyces_antarcticus
ASV_732	2	0	5	7	1	2	3	3	0	0	3	0	0	0	0	0	0	0	2	3	1	4	2	0	3	0	3	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_acropullum
ASV_733	0	0	0	0	0	0	0	4	5	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_longus
ASV_734	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	56	16	4	4	3	1	0	0	1	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_735	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	9	0	0	2	9	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Leprocaulales	Leprocaulaceae	Leprocaulon	Leprocaulon_nicholsiae
ASV_736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	20	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_737	12	2	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_738	5	3	0	0	0	0	0	0	0	0	0	0	0	8	0	1	36	0	1	1	6	0	0	0	1	2	13	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_739	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	Pectenia_sp
ASV_74	6	16	5	0	0	5	0	2	0	0	3	401	0	0	0	0	0	0	0	0	0	0	3	0	10	1	5	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucariaceae_gen_Incertae_sedis	Verrucariaceae_sp
ASV_740	0	0	0	0	0	0	4	5	1	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_741	0	0	0	0	0	0	4	9	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp
ASV_742	1	0	0	0	0	0	0	11	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_743	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	68	8	9	1	3	3	0	0	1	1	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_744	2	0	2	5	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	Articulospora_sp
ASV_745	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_746	14	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_747	9	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp
ASV_749	1	1	0	0	0	13	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Montagnula	Montagnula_chromolaenicola
ASV_75	7	204	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8	355	4	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp
ASV_750	9	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_751	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_752	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp
ASV_753	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomycetaceae_gen_Incertae_sedis	Powellomycetaceae_sp
ASV_754	0	0	0	0	0	0	0	5	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_elaeomelaena
ASV_755	0	0	0	0	0	0	0	0	3	4	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_756	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella_sp
ASV_757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	12	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_758	11	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV_759	13	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_peltigerae
ASV_76	0	0	1	1	0	0	289	230	130	56	153	62	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_760	7	8	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_sp
ASV_761	1	1	0	4	0	11	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pallidocercospora	Pallidocercospora_ventilaginis
ASV_762	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp
ASV_763	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	2	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_764	0	4	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_sp
ASV_765	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp
ASV_766	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
ASV_767	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys_chartarum
ASV_768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella_prillingeri
ASV_769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_77	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3011	0	0	0	2	0	0	0	0	0	0	0	Fungi	Ascomycota	Lecanoromycetes	Leprocaulales	Leprocaulaceae	Leprocaulon	Leprocaulon_nicholsiae
ASV_770	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium_sp
ASV_771	0	6	0	2	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_kiliense
ASV_772	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
